id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
KR-102325738-B1,Authentication method and blockchain-based authentication data processing method and device ,"????? ? ?????? ??., ???.",??? ?,19/06/2017,14/06/2018,16/11/2021,16/11/2021,https://patents.google.com/patent/KR102325738B1/en,https://patentimages.storage.googleapis.com/1d/27/a2/6a6f8f621506ff/112019077784298-pct00001.png
KR-102340223-B1,Blockchain consensus method and device ,"????? ? ?????? ??., ???.",?? ?,31/05/2017,30/05/2018,16/12/2021,16/12/2021,https://patents.google.com/patent/KR102340223B1/en,https://patentimages.storage.googleapis.com/7e/ad/68/2b0749ca1f997f/112020070084803-pat00001.png
KR-102140414-B1,Blockchain consensus method and device ,???? ?? ?? ????,?? ?,31/05/2017,30/05/2018,03/08/2020,03/08/2020,https://patents.google.com/patent/KR102140414B1/en,https://patentimages.storage.googleapis.com/a4/c8/58/de201c55288a67/112019069170894-pct00001.png
KR-102226257-B1,Method and device for writing service data to a blockchain system ,"????? ? ?????? ??., ???.",??? ?,25/05/2017,23/05/2018,12/03/2021,12/03/2021,https://patents.google.com/patent/KR102226257B1/en,https://patentimages.storage.googleapis.com/80/95/5e/69e24add77aa59/112019111816596-pct00001.png
KR-102153845-B1,Verification of the integrity of data stored in the consortium blockchain using public sidechains ,???? ?? ?? ????,"? ?, ?? ?, ??? ?",21/12/2018,21/12/2018,09/09/2020,09/09/2020,https://patents.google.com/patent/KR102153845B1/en,https://patentimages.storage.googleapis.com/0a/29/54/de3ee857bb658d/112019081495607-pct00001.png
KR-102112460-B1,Blockchain-based data processing method and device ,???? ?? ?? ????,?? ?,24/05/2017,22/05/2018,19/05/2020,19/05/2020,https://patents.google.com/patent/KR102112460B1/en,https://patentimages.storage.googleapis.com/18/f7/1b/ac66f460049aab/112019053271574-pct00001.png
KR-102221328-B1,"Cross-blockchain authentication method, apparatus, and electronic device ","????? ? ?????? ??., ???.",?? ??,03/04/2018,28/03/2019,03/03/2021,03/03/2021,https://patents.google.com/patent/KR102221328B1/en,https://patentimages.storage.googleapis.com/77/9c/20/d617d56d2a8e06/112020054879357-pct00001.png
KR-102239589-B1,Blockchain data processing method and device ,"????? ? ?????? ??., ???.",?? ?,31/05/2017,31/05/2018,15/04/2021,15/04/2021,https://patents.google.com/patent/KR102239589B1/en,https://patentimages.storage.googleapis.com/81/90/1a/eda7a3432688ae/112019047344332-pct00001.png
KR-102141771-B1,"Multi-blockchain network data processing method, device and server ",???? ?? ?? ????,?? ??,27/06/2017,27/06/2018,06/08/2020,06/08/2020,https://patents.google.com/patent/KR102141771B1/en,https://patentimages.storage.googleapis.com/41/94/6a/a3aa08ad9fad56/112019059307514-pct00001.png
KR-102151893-B1,Blockchain smart contract update using decentralized decision ,???? ?? ?? ????,"???? ??, ?? ?",30/11/2018,30/11/2018,03/09/2020,03/09/2020,https://patents.google.com/patent/KR102151893B1/en,https://patentimages.storage.googleapis.com/f1/15/38/3f13932d032efa/112019041175912-pct00001.png
KR-102460055-B1,"Blockchain-based data verification method and apparatus, and electronic device ","????? ? ?????? ??., ???.",??? ?,29/06/2018,28/03/2019,27/10/2022,27/10/2022,https://patents.google.com/patent/KR102460055B1/en,https://patentimages.storage.googleapis.com/30/45/3c/125c97d48f1514/112020068023038-pct00001.png
KR-102258437-B1,Blockchain-based data storage and query method and device ,"????? ? ?????? ??., ???.",?? ??,28/03/2017,26/03/2018,02/06/2021,02/06/2021,https://patents.google.com/patent/KR102258437B1/en,https://patentimages.storage.googleapis.com/b2/7c/db/372e7719f8d5e7/112019072438110-pct00001.png
KR-102152556-B1,Service processing and consensus method and device ,???? ?? ?? ????,? ?,28/03/2017,26/03/2018,07/09/2020,07/09/2020,https://patents.google.com/patent/KR102152556B1/en,https://patentimages.storage.googleapis.com/2a/ae/cb/e3025d4666c28b/112019072438794-pct00001.png
KR-102304492-B1,Method and apparatus for consensus verification ,"????? ? ?????? ??., ???.",? ?,24/03/2017,21/03/2018,24/09/2021,24/09/2021,https://patents.google.com/patent/KR102304492B1/en,https://patentimages.storage.googleapis.com/10/32/7e/9cc02e1967e5d9/112019095042677-pct00001.png
KR-102139645-B1,System for Certificating identity based on Blockchain and Driving method thereof ,???? ???????????,???,13/04/2020,13/04/2020,30/07/2020,30/07/2020,https://patents.google.com/patent/KR102139645B1/en,https://patentimages.storage.googleapis.com/86/b2/9a/5b5aa45c83ee28/112020038260353-pat00001.png
KR-102180353-B1,Blockchain-based transaction processing method and device ,???? ?? ?? ????,?? ?,29/03/2017,23/03/2018,19/11/2020,19/11/2020,https://patents.google.com/patent/KR102180353B1/en,https://patentimages.storage.googleapis.com/a9/49/9e/ecf1af8255e0d4/112019092256705-pct00001.png
KR-102221326-B1,Business processing method and device ,"????? ? ?????? ??., ???.",? ?,08/03/2017,06/03/2018,03/03/2021,03/03/2021,https://patents.google.com/patent/KR102221326B1/en,https://patentimages.storage.googleapis.com/5c/52/4b/3b12adf29cf87b/112019037958860-pct00001.png
KR-102315306-B1,Business verification methods and devices ,"????? ? ?????? ??., ???.",? ?,22/02/2017,22/02/2018,20/10/2021,20/10/2021,https://patents.google.com/patent/KR102315306B1/en,https://patentimages.storage.googleapis.com/3c/8c/4b/3905b2baa24844/112019096560976-pct00001.png
KR-102103130-B1,"Method and device for writing service data to blockchain, and method for determining service subset ",???? ?? ?? ????,?? ?,28/02/2017,26/02/2018,22/04/2020,22/04/2020,https://patents.google.com/patent/KR102103130B1/en,https://patentimages.storage.googleapis.com/0e/e2/e4/28f997b59a52db/112019082657349-pct00001.png
KR-102140903-B1,Consensus method and device ,???? ?? ?? ????,?? ?,10/03/2017,06/03/2018,04/08/2020,04/08/2020,https://patents.google.com/patent/KR102140903B1/en,https://patentimages.storage.googleapis.com/87/f1/17/78df8ef6288f36/112019058803109-pct00001.png
KR-102195351-B1,Blockchain System and Data Storage Method and Apparatus ,"????? ? ?????? ??., ???.",? ?,17/02/2017,12/02/2018,28/12/2020,28/12/2020,https://patents.google.com/patent/KR102195351B1/en,https://patentimages.storage.googleapis.com/f9/70/59/b793bba1b0ba91/112020004336811-pat00001.png
KR-102068349-B1,Blockchain system and data storage method and device ,???? ?? ?? ????,? ?,17/02/2017,12/02/2018,20/01/2020,20/01/2020,https://patents.google.com/patent/KR102068349B1/en,https://patentimages.storage.googleapis.com/c7/2d/4a/1ce22c9a467a4e/112019080594066-pct00001.png
KR-102431459-B1,"Blockchain smart contract verification method, device and storage medium ",??? ??? ??? ????? (???) ??? ????,? ?,20/09/2018,17/06/2019,11/08/2022,11/08/2022,https://patents.google.com/patent/KR102431459B1/en,https://patentimages.storage.googleapis.com/08/41/fd/be0fa56f0e75a4/112020070371936-pct00001.png
KR-102493513-B1,System and methods for loyalty point distribution ,"???? ????? ??? ????? ???? ???,  ????.","???? ?????, ???? ???, ??? ???, ??????? ?????",09/10/2017,23/08/2018,31/01/2023,31/01/2023,https://patents.google.com/patent/KR102493513B1/en,https://patentimages.storage.googleapis.com/23/13/4e/188d25a509f323/112021147110607-pat00001.png
KR-102344481-B1,System and method for distribution of loyalty points ,"???? ????? ??? ????? ???? ???,  ????.","???? ?????, ???? ???, ??? ???, ??????? ?????",09/10/2017,23/08/2018,29/12/2021,29/12/2021,https://patents.google.com/patent/KR102344481B1/en,https://patentimages.storage.googleapis.com/93/3c/db/59bd7416bde04e/112020034891450-pct00001.png
KR-102471948-B1,How to exchange and evaluate virtual currency ,"????? ?????, ???? ????","?? ????, ?? ???, ??? ???, ??? ??",08/01/2017,08/01/2018,29/11/2022,29/11/2022,https://patents.google.com/patent/KR102471948B1/en,https://patentimages.storage.googleapis.com/3c/8e/aa/814cd88f2f5a44/112019081252114-pct00007.png
KR-102470727-B1,Blockchain-enabled service provider system ,?? ????? ?? ????,"????? ???, ??? ???, ??? ??",30/12/2016,28/12/2017,25/11/2022,25/11/2022,https://patents.google.com/patent/KR102470727B1/en,https://patentimages.storage.googleapis.com/15/69/8f/3c301e158a0f4a/112019077711096-pct00008.png
KR-102125659-B1,Cross-chain interaction using domain name scheme in blockchain system ,???? ?? ?? ????,?? ??,16/11/2018,16/11/2018,23/06/2020,23/06/2020,https://patents.google.com/patent/KR102125659B1/en,https://patentimages.storage.googleapis.com/8b/ff/ed/fdb10d8e80e98c/112019041323939-pct00001.png
KR-102155462-B1,"Methods, systems and devices for data access ",???? ?? ?? ????,? ?,24/11/2016,17/11/2017,11/09/2020,11/09/2020,https://patents.google.com/patent/KR102155462B1/en,https://patentimages.storage.googleapis.com/59/42/6a/9fd4495ea31b44/112019064027722-pct00001.png
KR-102227685-B1,How to manage sensitive data elements in a blockchain network ,"????? ? ?????? ??., ???.","??? ?, ?? ?, ? ?",29/03/2019,29/03/2019,16/03/2021,16/03/2021,https://patents.google.com/patent/KR102227685B1/en,https://patentimages.storage.googleapis.com/69/7d/e0/cc43df8da2dff5/112019109511348-pct00001.png
KR-102480035-B1,Dynamic Access Control on Blockchain ,???? ????? ?? ?????? ??? ??????,"?? ????, ? ??",30/08/2016,30/08/2017,21/12/2022,21/12/2022,https://patents.google.com/patent/KR102480035B1/en,https://patentimages.storage.googleapis.com/81/16/58/7d71958c2f38cb/112019014794492-pct00002.png
KR-102396739-B1,"Asset management method and apparatus, and electronic device ","????? ? ?????? ??., ???.",??? ?,14/02/2018,14/02/2019,10/05/2022,10/05/2022,https://patents.google.com/patent/KR102396739B1/en,https://patentimages.storage.googleapis.com/03/f9/9d/b6aa6ac152ef7a/112020054386103-pct00001.png
KR-102234128-B1,Parallel execution of transactions on the blockchain network ,"????? ? ?????? ??., ???.","? ??, ?? ??, ?? ?",28/12/2018,28/12/2018,02/04/2021,02/04/2021,https://patents.google.com/patent/KR102234128B1/en,https://patentimages.storage.googleapis.com/48/46/c7/7a0e8d50e8538b/112019088795405-pct00001.png
KR-101857223-B1,Method and system for user identification based block chain token ,???? ??,???,13/11/2017,13/11/2017,11/05/2018,11/05/2018,https://patents.google.com/patent/KR101857223B1/en,https://patentimages.storage.googleapis.com/9c/0a/b0/63023495240eab/112017112276540-pat00001.png
KR-102289995-B1,"Data storage, data check, and data linkage method and apparatus ","????? ? ?????? ??., ???.","? ?, ??? ??",19/08/2016,08/08/2017,17/08/2021,17/08/2021,https://patents.google.com/patent/KR102289995B1/en,https://patentimages.storage.googleapis.com/b0/45/8c/f79a5fe2317c88/112020130627533-pat00001.png
KR-102188744-B1,"Data storage, data inspection and data linkage method and device ",???? ?? ?? ????,"? ?, ??? ??",19/08/2016,08/08/2017,09/12/2020,09/12/2020,https://patents.google.com/patent/KR102188744B1/en,https://patentimages.storage.googleapis.com/63/a3/67/3d93411ae3bb5b/112020012346305-pct00010.png
KR-102316858-B1,Cryptographic Applications for Blockchain Systems ,"??????? ????? ????, ???",? ??? ???,06/06/2016,01/06/2017,22/10/2021,22/10/2021,https://patents.google.com/patent/KR102316858B1/en,https://patentimages.storage.googleapis.com/1e/5e/4b/fb10091b6fd5dd/112018122350512-pct00014.png
KR-101882207-B1,Hospital security system that stores patient information on a blockchain basis ,???? ?????,???,23/03/2018,23/03/2018,26/07/2018,26/07/2018,https://patents.google.com/patent/KR101882207B1/en,https://patentimages.storage.googleapis.com/83/bd/4f/2194a2a14440d8/112018029074599-pat00001.png
KR-102472231-B1,Blockchain implementation method and system ,??? ??? ????,?? ??,29/07/2016,21/07/2017,29/11/2022,29/11/2022,https://patents.google.com/patent/KR102472231B1/en,https://patentimages.storage.googleapis.com/88/ac/d3/2515562187805d/112019018860007-pct00048.png
KR-102464299-B1,Blockchain implementation method and system ,??? ??? ????,?? ??,29/07/2016,21/07/2017,07/11/2022,07/11/2022,https://patents.google.com/patent/KR102464299B1/en,https://patentimages.storage.googleapis.com/1c/f5/c4/63b74bfbac5dab/112019015080299-pct00027.png
KR-102467596-B1,Blockchain implementation method and system ,??? ??? ????,?? ??,29/07/2016,21/07/2017,16/11/2022,16/11/2022,https://patents.google.com/patent/KR102467596B1/en,https://patentimages.storage.googleapis.com/03/44/05/a099b4129569f8/112019015089478-pct00026.png
KR-102373685-B1,Operating system for blockchain IOT devices ,??? ??? ????,"???? ??? ???, ??? ???",29/04/2016,28/04/2017,14/03/2022,14/03/2022,https://patents.google.com/patent/KR102373685B1/en,https://patentimages.storage.googleapis.com/7a/4b/8c/47f505f38d1854/112018117729077-pct00001.png
KR-102542981-B1,Method and system for controlling the performance of contracts using distributed hash tables and peer-to-peer distributed ledgers ,??? ??? ????,"???? ??? ???, ??? ???",29/04/2016,28/04/2017,13/06/2023,13/06/2023,https://patents.google.com/patent/KR102542981B1/en,https://patentimages.storage.googleapis.com/23/02/c3/4a7ae4d93fe630/112018117745659-pct00002.png
KR-101919590-B1,"METHOD FOR PAYING COST OF IoT DEVICE BASED ON BLOCKCHAIN AND MERKLE TREE STRUCTURE RELATED THERETO, AND SERVER, SERVICE PROVIDING TERMINAL, AND DIGITAL WALLET USING THE SAME ",???? ?????,"???, ???",10/05/2017,10/05/2017,08/02/2019,08/02/2019,https://patents.google.com/patent/KR101919590B1/en,https://patentimages.storage.googleapis.com/17/f1/a1/622a6f52b15147/112017044302926-pat00001.png
KR-102360186-B1,Method and system for offline data transfer via machine-readable code ,"????? ?????, ???????",??? ???,24/03/2017,27/02/2018,09/02/2022,09/02/2022,https://patents.google.com/patent/KR102360186B1/en,https://patentimages.storage.googleapis.com/cc/59/20/ebd859f76f3b3d/112021115579791-pat00001.png
KR-102313509-B1,Method and system for offline data transmission via machine-readable code ,"????? ?????, ???????",??? ???,24/03/2017,27/02/2018,15/10/2021,15/10/2021,https://patents.google.com/patent/KR102313509B1/en,https://patentimages.storage.googleapis.com/3d/60/7a/22bab86f97dea1/112019101566238-pct00001.png
KR-101979586-B1,"IoT DEVICE MANAGED BASED ON BLOCK CHAIN, SYSTEM AND METHOD THEREOF ",???? ????,"???, ???, ???",19/12/2018,19/12/2018,17/05/2019,17/05/2019,https://patents.google.com/patent/KR101979586B1/en,https://patentimages.storage.googleapis.com/de/a3/1d/a7a7203ed6efb6/112018127757507-pat00001.png
KR-102286301-B1,Asymmetric Key Management in Consortium Blockchain Networks ,"????? ? ?????? ??., ???.","??? ?, ?? ?",27/11/2018,27/11/2018,09/08/2021,09/08/2021,https://patents.google.com/patent/KR102286301B1/en,https://patentimages.storage.googleapis.com/7f/31/ab/8a9b124581e5aa/112019041390348-pct00001.png
KR-102415260-B1,A Method for Secure Peer-to-Peer Communication in Blockchain ,??? ??? ????,"???? ??? ???, ??? ???",11/04/2016,10/04/2017,30/06/2022,30/06/2022,https://patents.google.com/patent/KR102415260B1/en,https://patentimages.storage.googleapis.com/a3/d4/7c/da5b3aab73e4e8/112018111074164-pct00001.png
KR-102384340-B1,Method for processing blockchain based real-time transaction and system thereof ,??????? ????,"???, ???, ???, ???, ???",05/04/2017,29/09/2017,07/04/2022,07/04/2022,https://patents.google.com/patent/KR102384340B1/en,https://patentimages.storage.googleapis.com/56/95/50/15bed0853cbf78/112017095773126-pat00001.png
KR-102382127-B1,System for processing data based on blockchain and Operating method thereof ,??????? ????,"???, ???, ???, ???, ???",05/04/2017,29/08/2017,04/04/2022,04/04/2022,https://patents.google.com/patent/KR102382127B1/en,https://patentimages.storage.googleapis.com/bf/e9/89/527125a72de924/112017083521607-pat00002.png
KR-102270518-B1,Cross-blockchain authentication method and device ,"????? ? ?????? ??., ???.",?? ??,03/04/2018,29/03/2019,01/07/2021,01/07/2021,https://patents.google.com/patent/KR102270518B1/en,https://patentimages.storage.googleapis.com/34/1b/42/ab37af28898929/112020055058414-pct00001.png
KR-101975822-B1,Private blockchain network system and method for consensus based on blockchain ,(?)?????,"???, ??",26/10/2018,26/10/2018,08/05/2019,08/05/2019,https://patents.google.com/patent/KR101975822B1/en,https://patentimages.storage.googleapis.com/bf/09/a1/22ccb82c3aed0b/112018106089041-pat00001.png
KR-102416506-B1,Implementation of logic gate function using blockchain ,??? ??? ????,"???? ??? ???, ??? ???",29/04/2016,28/04/2017,04/07/2022,04/07/2022,https://patents.google.com/patent/KR102416506B1/en,https://patentimages.storage.googleapis.com/2e/f8/7f/14424ad61f4d34/112018118109474-pct00046.png
KR-102443960-B1,Method and system for recording multiple transactions in blockchain ,??? ??? ????,"???? ??? ???, ??? ???",24/03/2016,24/03/2017,15/09/2022,15/09/2022,https://patents.google.com/patent/KR102443960B1/en,https://patentimages.storage.googleapis.com/98/57/c4/976233b8a02fe5/112018104474373-pct00001.png
KR-102419050-B1,"Blockchain balance adjustment method and device, and electronic device ","????? ? ?????? ??., ???.","?? ?, ??? ?",19/01/2018,18/01/2019,07/07/2022,07/07/2022,https://patents.google.com/patent/KR102419050B1/en,https://patentimages.storage.googleapis.com/67/ca/98/4fa769e9b35f6f/112020054866094-pct00001.png
KR-102215248-B1,"Cross-blockchain interaction methods, devices, systems, and electronic devices ","????? ? ?????? ??., ???.",?? ??,03/04/2018,28/03/2019,16/02/2021,16/02/2021,https://patents.google.com/patent/KR102215248B1/en,https://patentimages.storage.googleapis.com/37/c8/99/b85af867f830a6/112020052456985-pct00001.png
KR-102322646-B1,Method and device for protecting sensitive data of transaction activity based on smart contract in blockchain ,"????? ? ?????? ??., ???.","? ?, ?? ?",01/03/2019,01/03/2019,10/11/2021,10/11/2021,https://patents.google.com/patent/KR102322646B1/en,https://patentimages.storage.googleapis.com/3d/ac/d0/134703a3305e01/112019099048431-pct00001.png
KR-101987692-B1,Registry and Automation Management Methods for Smart Contracts in Blockchain Enforcement ,??? ??? ????,"???? ??? ???, ??? ???",23/02/2016,16/02/2017,26/09/2019,26/09/2019,https://patents.google.com/patent/KR101987692B1/en,https://patentimages.storage.googleapis.com/e1/44/c0/4e0970c9d56209/112018094322508-pct00033.png
KR-102216322-B1,Secure provisioning and management of devices ,????? ???? ???? ???,"??? ?. ??, ???? ?. ???, ?? ?. ???, ???? ??. ??",14/11/2016,14/11/2017,17/02/2021,17/02/2021,https://patents.google.com/patent/KR102216322B1/en,https://patentimages.storage.googleapis.com/fd/28/46/c6da7b94f9fc60/112020115037531-pat00001.png
KR-102174665-B1,Secure provisioning and management of devices ,????? ???? ???? ???,"??? ?. ??, ???? ?. ???, ?? ?. ???, ???? ??. ??",14/11/2016,14/11/2017,05/11/2020,05/11/2020,https://patents.google.com/patent/KR102174665B1/en,https://patentimages.storage.googleapis.com/02/d2/5e/fdbe525bdbef8d/112019051987464-pct00001.png
KR-102253814-B1,Secure provisioning and management of devices ,????? ???? ???? ???,"??? ?. ??, ???? ?. ???, ?? ?. ???, ???? ??. ??",14/11/2016,14/11/2017,18/05/2021,18/05/2021,https://patents.google.com/patent/KR102253814B1/en,https://patentimages.storage.googleapis.com/ab/c5/62/ea5d5c62fdc292/112021015714803-pat00001.png
KR-102347659-B1,Secure provisioning and management of devices ,????? ???? ???? ???,"??? ?. ??, ???? ?. ???, ?? ?. ???, ???? ??. ??",14/11/2016,14/11/2017,05/01/2022,05/01/2022,https://patents.google.com/patent/KR102347659B1/en,https://patentimages.storage.googleapis.com/15/dd/07/1e437bf85d8b29/112021054736822-pat00001.png
KR-101904208-B1,Block chain based cryptocurrency and electronic wallet management system ,(?)????,???,24/04/2018,24/04/2018,04/10/2018,04/10/2018,https://patents.google.com/patent/KR101904208B1/en,https://patentimages.storage.googleapis.com/8c/63/21/01520ee10ccae8/112018040498334-pat00001.png
KR-102215246-B1,"Blockchain-based product claim method and apparatus, and electronic device ","????? ? ?????? ??., ???.",?? ?,29/05/2018,29/05/2019,16/02/2021,16/02/2021,https://patents.google.com/patent/KR102215246B1/en,https://patentimages.storage.googleapis.com/43/3a/59/4ed63199d64651/112019067346763-pct00001.png
KR-101784197-B1,System and method of donating using assets including digital virtual money based on blockchain ,???? ?????,"???, ???, ???, ???",07/03/2017,07/03/2017,06/11/2017,06/11/2017,https://patents.google.com/patent/KR101784197B1/en,https://patentimages.storage.googleapis.com/44/c1/5e/a776b5f2a5e00c/112017022617268-pat00001.png
KR-102446978-B1,Blockchain implementation method and system ,??? ??? ????,"??? ???, ???? ??? ???, ? ?",29/07/2016,24/07/2017,23/09/2022,23/09/2022,https://patents.google.com/patent/KR102446978B1/en,https://patentimages.storage.googleapis.com/23/99/71/2489a4c09818d9/112019019466358-pct00003.png
KR-101920015-B1,"Method for managing token based on heterogeneous blockchains, and token management server using the same ",???? ????,"???, ???, ???",13/03/2018,13/03/2018,19/11/2018,19/11/2018,https://patents.google.com/patent/KR101920015B1/en,https://patentimages.storage.googleapis.com/67/af/cc/b4d68b2a023eaf/112018025312972-pat00001.png
