id,priority_date,cite_number,assignee
US-2020052882-A1,10/08/2018,5,International Business Machines Corporation
US-2019394091-A1,14/11/2017,5,Volkan Sevindik
US-2021176132-A9,14/11/2017,4,Volkan Sevindik
US-2019303960-A1,30/03/2018,8,"Mz Ip Holdings, Llc"
US-2020027084-A1,23/07/2018,10,Mastercard International Incorporated
US-2020286049-A1,06/03/2019,8,0Chain Llc
US-2021081185-A1,07/07/2017,10,nChain Holdings Limited
US-2020195442-A1,07/07/2017,10,nChain Holdings Limited
US-2020174762-A1,07/07/2017,10,nChain Holdings Limited
US-2019392119-A1,26/06/2018,10,"Dell Products, L.P."
US-2020220770-A1,07/01/2019,8,International Business Machines Corporation
US-2021166221-A1,26/04/2018,10,Nexon Korea Corporation
US-2019340685-A1,03/05/2018,10,"Alpha Ledger Technologies, Inc."
US-2020111066-A1,01/05/2017,10,Blockchain Technology Group Inc. Dba Blockchain Intelligence Group
US-11501297-B1,15/04/2022,2,"Block, Inc."
US-11563571-B1,12/04/2022,2,Zubin Teja
US-11520751-B2,10/10/2019,2,Avery Glasser
US-11494764-B2,04/04/2018,2,Vijay Madisetti
US-11341509-B1,13/11/2020,2,Gleipnir Technologies Llc
US-11621824-B2,13/12/2019,7,"DLT Global, Inc."
US-11388229-B2,25/09/2020,7,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11451404-B2,08/07/2020,7,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11558181-B2,22/01/2019,7,Mastercard International Incorporated
US-11327833-B2,06/11/2019,7,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11349649-B2,08/03/2019,7,"Advanced New Technologies Co., Ltd."
US-11496485-B2,02/08/2018,7,"Balanced Media Technology, LLC"
US-11356270-B2,08/06/2020,7,Alipay Labs (singapore) Pte. Ltd.
US-11652605-B2,23/02/2021,7,"Paypal, Inc."
US-11108547-B2,07/11/2018,7,"Advanced New Technologies Co., Ltd."
US-11157873-B2,16/04/2019,7,"Advanced New Technologies Co., Ltd."
US-11520779-B2,11/09/2019,7,"Advanced New Technologies Co., Ltd."
US-11057221-B2,24/02/2020,7,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-10839378-B1,12/01/2016,9,"21, Inc."
US-11095431-B2,13/12/2019,7,"DLT Global, Inc."
US-11086621-B2,08/11/2019,7,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2023239156-A1,17/06/2020,2,"Capital One Services, Llc"
US-2023214820-A1,07/12/2018,2,Abaxx Technologies Corp.
US-2023206229-A1,24/06/2016,2,"Raise Marketplace, Llc"
US-2023162175-A1,06/07/2020,2,"Aldelo, LP"
US-2023177485-A1,17/12/2019,2,"Ting Tech, LLC"
US-2023137650-A1,28/01/2009,2,"Virtual Hold Technology Solutions, Llc"
US-2023056491-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023058786-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023055525-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023058448-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023058474-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023054743-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023056644-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023058313-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023050268-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023059827-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023064400-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023049114-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023052756-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023059742-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2023040773-A1,23/12/2020,2,"Paypal, Inc."
US-2023043702-A1,27/07/2020,2,New York Digital Investment Group
US-11023314-B2,06/11/2019,7,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2023035321-A1,30/11/2017,2,"Worldpay, Llc"
US-2023098747-A1,30/11/2017,2,"Worldpay, Llc"
US-2023004657-A1,05/08/2019,2,Visa International Service Association
US-2022405744-A1,04/04/2018,2,Vijay Madisetti
US-2022414626-A1,08/09/2020,2,Flexa Network Inc.
US-2023029008-A1,04/04/2018,2,Vijay Madisetti
US-2022366499-A1,07/12/2018,2,Abaxx Technologies Corp.
US-2022353346-A1,28/06/2019,2,Beatdapp Software Inc.
US-2022366061-A1,16/03/2021,2,"Blocktag, Inc."
US-2022335494-A1,09/10/2020,2,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2022351163-A1,08/09/2020,2,Flexa Network Inc.
US-2023040149-A1,02/08/2021,2,Chongqing University
US-2023009961-A1,12/07/2021,2,Huazhong University Of Science And Technology
US-2022358518-A1,13/11/2020,2,"Nathaniel Loyd, John Wesley Barron, Joshua Jarrell"
US-2022272511-A1,08/11/2019,2,"Huawei Technologies Co., Ltd., University Of Science And Technology Of China"
US-2022261776-A1,24/07/2019,2,"T-Mobile Usa, Inc."
US-2022261777-A1,24/07/2019,2,"T-Mobile Usa, Inc."
US-2022351165-A1,30/04/2021,2,VeriTX Corp.
US-10904013-B2,02/09/2019,7,"Advanced New Technologies Co., Ltd."
US-2022237576-A1,15/11/2019,2,Fujitsu Limited
US-2022231853-A1,09/01/2019,2,"Datchat, Inc."
US-2022224545-A1,11/06/2021,2,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-2022215003-A1,10/10/2019,2,Avery Glasser
US-2022207789-A1,09/12/2020,2,"Institute Of Agricultural Resources And Regional Planning, Chinese Academy Of Agricultural Sciences"
US-2022292588-A1,11/03/2021,2,ghostwarp co.
US-2022188801-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2022188802-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2022188800-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2022158840-A1,30/10/2020,2,Cch Incorporated
US-2022147999-A1,26/07/2019,2,"Huawei Technologies Co., Ltd."
US-2022138733-A1,04/04/2018,2,Vijay Madisetti
US-2022124396-A1,21/01/2020,2,Dish Network L.L.C.
US-2023132804-A1,29/10/2021,2,"Zhiji Automotive Technology Co., Ltd."
US-2022193027-A1,17/12/2020,2,Global Cannabis Applications Corp.
US-2022156861-A1,16/11/2020,2,"Jpmorgan Chase Bank, N.A."
US-2022156663-A1,15/11/2020,2,Pricewaterhousecoopers Llp
US-2022138705-A1,04/11/2020,2,"Brianson IP, LLC"
US-2022051219-A1,27/07/2020,2,New York Digital Investment Group LLC
US-2022318775-A1,31/03/2021,2,"Block, Inc."
US-2022114289-A1,08/10/2020,2,"Nike, Inc."
US-2022156758-A1,13/11/2020,2,"Nathaniel Loyd, John Wesley Barron, Joshua Jarrell"
US-2022005316-A1,10/09/2019,2,Igt Global Solutions Corporation
US-2022004379-A1,31/07/2018,2,Toshiba Tec Kabushiki Kaisha
US-2018018811-A1,13/07/2016,6,"Trivver, Inc."
US-11025493-B2,14/11/2017,4,Volkan Sevindik
US-10944547-B2,10/08/2018,4,International Business Machines Corporation
US-10693637-B2,23/03/2018,4,Belavadi Nagarajaswamy Ramesh
US-11569981-B1,28/08/2018,4,"Amazon Technologies, Inc."
US-10944565-B2,16/10/2018,4,International Business Machines Corporation
US-11462120-B2,19/10/2018,4,Mastercard International Incorporated
US-10944646-B2,27/10/2018,4,"Cisco Technology, Inc."
US-2011191320-A1,02/02/2010,9,"Game Plan Technologies, Inc."
US-11032083-B2,06/11/2018,4,International Business Machines Corporation
US-10380613-B1,07/11/2018,4,"Capital One Services, Llc"
US-11048593-B2,28/11/2018,4,International Business Machines Corporation
US-11176093-B2,29/11/2018,4,International Business Machines Corporation
US-11121860-B2,27/12/2018,4,Lendingclub Corporation
US-11663672-B2,29/12/2017,4,"Nanthealth, Inc."
US-10402823-B1,30/12/2018,4,"Alexander Vladimirovich Vlasov, Vadim Borisovich Leonovich"
US-11032078-B2,04/02/2019,4,Mastercard International Incorporated
US-10992681-B2,27/02/2019,4,Bank Of America Corporation
US-11503036-B2,13/03/2019,4,Nec Corporation
US-11354278-B2,05/04/2019,4,International Business Machines Corporation
US-11055436-B2,03/05/2019,4,International Business Machines Corporation
US-11526954-B2,14/05/2019,4,"Microsoft Technology Licensing, Llc"
US-2019132130-A1,27/10/2017,6,Sap Se
US-10679229-B2,07/11/2018,4,"Capital One Services, Llc"
US-11373179-B2,12/07/2019,4,Mastercard International Incorporated
US-11165560-B2,20/05/2019,4,"The Quantum Group, Inc., Noel J. Guillama"
US-10833960-B1,04/09/2019,4,International Business Machines Corporation
US-11394528-B2,17/09/2018,4,Innoplexus Ag
US-11631064-B2,17/09/2018,4,Nhn Corporation
US-10812255-B2,04/03/2019,4,Alibaba Group Holding Limited
US-11329828-B2,24/04/2019,4,International Trust Machines Corporation
US-11409734-B2,29/10/2018,4,Electronics And Telecommunications Research Institute
US-11087346-B2,12/04/2019,4,"Advanced New Technologies Co., Ltd."
US-11436604-B2,26/03/2019,4,"Beijing Baidu Netcom Science And Technology Co., Ltd."
US-11367065-B1,19/01/2018,4,Josiah Johnson Umezurike
US-11238444-B2,26/11/2019,4,Flexa Network Inc.
US-10903981-B1,12/09/2019,4,"Advanced New Technologies Co., Ltd."
US-10749696-B1,02/09/2019,4,Alibaba Group Holding Limited
US-10700876-B1,04/03/2019,4,Alibaba Group Holding Limited
US-11438143-B2,19/12/2019,4,Mastercard International Incorporated
US-11113271-B2,04/03/2019,4,"Advanced New Technologies Co., Ltd."
US-11150888-B2,22/12/2018,4,Daniel Ivan Beard
US-11475453-B2,31/12/2019,4,"Capital One Services, Llc"
US-10761948-B1,13/07/2019,4,Alibaba Group Holding Limited
US-11108545-B2,31/05/2019,4,"Advanced New Technologies Co., Ltd."
US-11568064-B2,18/03/2019,4,Jio Platforms Limited
US-11544725-B2,07/11/2018,4,"Capital One Services, Llc"
US-10922422-B2,13/05/2019,4,"Advanced New Technologies Co., Ltd."
US-11315115-B2,12/04/2019,4,"Advanced New Technologies Co., Ltd."
US-11038695-B2,02/09/2019,7,"Advanced New Technologies Co., Ltd."
US-10833875-B2,04/03/2019,4,"Advanced New Technologies Co., Ltd."
US-11489679-B2,06/07/2020,4,Hewlett Packard Enterprise Development Lp
US-10904017-B2,02/09/2019,4,"Advanced New Technologies Co., Ltd."
US-11436930-B2,02/09/2019,4,"Skygrid, Llc"
US-2014195532-A1,10/01/2013,9,International Business Machines Corporation
US-11544255-B2,14/05/2020,4,"Samsung Sds Co., Ltd."
US-11188660-B2,13/05/2019,4,"Advanced New Technologies Co., Ltd."
US-2019318359-A1,17/04/2018,6,Mastercard International Incorporated
US-11582034-B2,16/12/2019,4,Bull Sas
US-11017409-B1,13/11/2020,4,Nathaniel Loyd
US-11258586-B2,12/12/2018,4,"Advanced New Technologies Co., Ltd."
US-11500861-B2,27/11/2018,4,"Advanced New Technologies Co., Ltd."
US-11630821-B2,19/02/2020,4,"Baidu Online Network Technology (Beijing) Co., Ltd."
US-11658978-B2,27/02/2019,4,Bank Of America Corporation
US-11244348-B2,07/03/2019,4,"Advanced New Technologies Co., Ltd."
US-11501317-B2,31/07/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11663551-B2,07/05/2021,4,Sony Interactive Entertainment Inc.
US-11546333-B2,24/08/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11710129-B2,31/07/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11388017-B2,28/08/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11416272-B2,31/08/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11361054-B2,14/08/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11665234-B2,08/07/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11463553-B2,08/07/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11316921-B2,25/09/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11514446-B2,31/08/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11443278-B2,15/09/2020,4,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11379866-B2,12/04/2019,4,"Advanced New Technologies Co., Ltd."
US-11658805-B2,20/05/2019,4,"The Quantum Group, Inc."
US-2019372985-A1,30/05/2018,6,International Business Machines Corporation
US-2021082045-A1,01/06/2017,6,Etoro Group Ltd.
US-2019378133-A1,06/06/2018,6,International Business Machines Corporation
US-11574319-B2,05/03/2020,4,"Scientia Potentia Est II, LLC"
US-2019378069-A1,11/06/2018,6,International Business Machines Corporation
US-11615078-B2,07/06/2021,4,"Alipay (Hangzhou) Information Technology Co., Ltd., Ant Blockchain Technology (shanghai) Co., Ltd."
US-2019384839-A1,19/06/2018,6,"Cannagri Blockchain, Inc."
US-2017358051-A1,10/06/2016,7,Apple Inc.
US-2019392468-A1,25/06/2018,6,BullGuard Ltd.
US-2020242604-A1,06/10/2017,6,Siemens Aktiengesellschaft
US-2020059510-A1,14/08/2018,6,"Microsoft Technology Licensing, Llc"
US-2020082025-A1,06/09/2018,6,International Business Machines Corporation
US-2020084041-A1,07/09/2018,6,Nebulas IO Limited
US-2020265037-A1,18/09/2017,6,nChain Holdings Limited
US-2020082405-A1,12/09/2018,6,NEC Laboratories Europe GmbH
US-2019392407-A1,22/06/2018,6,Innoplexus Ag
US-2020250665-A1,24/10/2017,6,Eland Blockchain Fintech Inc.
US-2020117733-A1,11/10/2018,6,Sap Se
US-2019392429-A1,22/06/2018,7,Innoplexus Ag
US-2020134711-A1,31/10/2018,6,"Promontory Financial Group, Llc"
US-2021004774-A1,02/11/2017,6,Tata Consultancy Services Limited
US-2020137154-A1,30/10/2018,6,EMC IP Holding Company LLC
US-2020145214-A1,06/11/2018,7,International Business Machines Corporation
US-2020143364-A1,06/11/2018,6,"Capital One Services, Llc"
US-2020142693-A1,07/11/2018,6,International Business Machines Corporation
US-2020148071-A1,09/11/2018,6,International Business Machines Corporation
US-2020159889-A1,15/11/2018,6,International Business Machines Corporation
US-2020160334-A1,15/11/2018,6,International Business Machines Corporation
US-2021099304-A1,19/04/2018,7,Dejian KONG
US-2020201838-A1,20/12/2018,6,Sri International
US-2020213127-A1,27/12/2018,6,"Paypal, Inc."
US-2017069024-A1,14/12/2012,7,Francois Dupoteau
US-2020211305-A1,02/01/2019,5,International Business Machines Corporation
US-2020067714-A1,23/08/2018,5,Vinod Nair
US-2020234257-A1,17/01/2019,5,Mastercard International Incorporated
US-2019228468-A1,19/01/2018,5,Alibaba Group Holding Limited
US-10062090-B2,30/09/2016,5,"Trivver, Inc."
US-2020244457-A1,25/01/2019,5,Accenture Global Solutions Limited
US-2019235744-A1,07/01/2015,5,"Byron Burpulis, Josh Kelso"
US-2020211000-A1,26/12/2018,5,Wipro Limited
US-2019378127-A1,08/06/2018,5,AnApp Technologies Limited
US-2020272934-A1,21/02/2019,5,Hewlett Packard Enterprise Development Lp
US-2021014064-A1,15/03/2018,5,"Samsung Electronics Co., Ltd."
US-2020296559-A1,15/03/2019,5,"Toyota Motor North America, Inc."
US-2019303921-A1,30/03/2018,5,"Health Alliance Management, LLC"
US-2019318350-A1,13/04/2018,5,"Jennifer M. Hinkel, Arka Ray"
US-2021256514-A1,18/07/2018,5,"Advanced New Technologies Co., Ltd."
US-2020213331-A1,27/12/2018,5,"Silver Rocket Data Technology (Shanghai) Co., Ltd"
US-2019279201-A1,28/12/2018,5,Alibaba Group Holding Limited
US-2020387417-A1,04/06/2019,5,International Business Machines Corporation
US-2019377660-A1,07/06/2018,5,Blocktest Global
US-2020394175-A1,11/06/2019,5,International Business Machines Corporation
US-2020402031-A1,21/06/2019,5,Escaroo Limited
US-2021004794-A1,02/07/2019,6,Wipro Limited
US-2020058018-A1,16/08/2018,5,Chao-Ming CHO
US-2022179988-A1,28/03/2019,5,NEC Laboratories Europe GmbH
US-2021083844-A1,13/09/2019,5,"At&T Intellectual Property I, L.P., At&T Intellectual Property Ii, L.P."
US-2021344500-A1,28/09/2018,5,nChain Holdings Limited
US-2020286195-A1,06/03/2019,5,Alibaba Group Holding Limited
US-2020134625-A1,25/10/2018,5,Alibaba Group Holding Limited
US-2021110049-A1,14/10/2019,5,Oracle International Corporation
US-2021117408-A1,16/10/2019,5,International Business Machines Corporation
US-2022006648-A1,13/11/2018,5,"Sang Yub Lee, So Dam SONG, Dong Kyung EHEE, Cy2code Co. Ltd"
US-2020125757-A1,19/10/2018,5,Oracle International Corporation
US-2021119768-A1,20/10/2019,5,Lendingclub Corporation
US-2020136847-A1,29/10/2018,5,Sensormatic Electronics Llc
US-2020349568-A1,30/04/2019,5,Alibaba Group Holding Limited
US-2021141909-A1,07/11/2019,5,International Business Machines Corporation
US-2022188815-A1,16/11/2018,5,Christopher Lyndon Higgins
US-2022030031-A1,26/11/2018,5,The University Of Akron
US-10666424-B1,20/10/2016,5,Massachusetts Mutual Life Insurance Company
US-10685009-B1,20/10/2016,5,Massachusetts Mutual Life Insurance Company
US-2021081396-A1,12/09/2019,5,"Advanced New Technologies Co., Ltd."
US-2020279273-A1,28/02/2019,5,Accenture Global Solutions Limited
US-2021182805-A1,17/12/2019,5,"Capital One Services, Llc"
US-2020127842-A1,06/08/2018,5,Tyson York Winarski
US-2020125393-A1,27/08/2019,5,Alibaba Group Holding Limited
US-2020134713-A1,19/01/2018,5,Alibaba Group Holding Limited
US-2020151823-A1,11/09/2019,5,Alibaba Group Holding Limited
US-2020153643-A1,26/06/2017,5,"Sony Corporation, Sony Pictures Entertainment Inc."
US-2020167346-A1,28/04/2019,5,Alibaba Group Holding Limited
US-2020250752-A1,01/02/2019,5,Caret Ventures Llc
US-2020388359-A1,01/02/2019,5,"Rekha Bhandari, Pavana Jain"
US-2020204364-A1,19/04/2019,5,Alibaba Group Holding Limited
US-2020193064-A1,15/05/2019,5,Alibaba Group Holding Limited
US-2022261797-A1,24/09/2019,5,"Jingdong Technology lnformation Technology Co., Ltd."
US-2020201560-A1,03/06/2019,5,Alibaba Group Holding Limited
US-2020211115-A1,05/12/2017,5,Gve Ltd.
US-2020211116-A1,05/12/2017,5,Gve Ltd.
US-2020211018-A1,25/10/2018,5,Alibaba Group Holding Limited
US-2021288918-A1,16/03/2020,5,NEC Laboratories Europe GmbH
US-2020380825-A1,31/05/2019,5,"Aristocrat Technologies, Inc."
US-2021058232-A1,23/08/2019,5,"Capital One Services, Llc"
US-2021326352-A1,17/04/2020,5,International Business Machines Corporation
US-2020342424-A1,25/04/2019,5,"Coinstar Asset Holdings, Llc"
US-2021286595-A1,11/03/2020,5,Acer Incorporated
US-2020349663-A1,02/05/2019,5,"Capital One Services, Llc"
US-10628886-B2,05/12/2017,5,Gve Ltd.
US-2023039066-A1,10/12/2019,5,"Jingdong Technology Information Technology Co., Ltd., Jingdong Technology Holding Co., Ltd."
US-2021374693-A1,26/05/2020,5,Derek Norman La Salle
US-2021263909-A1,21/02/2020,5,International Business Machines Corporation
US-2021011905-A1,11/07/2019,5,"Coinplug, Inc."
US-2021034606-A1,30/07/2019,5,Oracle International Corporation
US-2020376387-A1,31/07/2018,5,"Assaf Packin, Robin Shapiro"
US-2020356405-A1,27/08/2019,5,Alibaba Group Holding Limited
US-2020364215-A1,28/04/2019,5,Alibaba Group Holding Limited
US-2020366505-A1,15/05/2019,5,Alibaba Group Holding Limited
US-2021014055-A1,19/04/2019,5,"Advanced New Technologies Co., Ltd."
US-2021256438-A1,18/02/2020,5,Guangdong University Of Technology
US-2021073740-A1,06/03/2018,5,"At&T Intellectual Property I, L.P."
US-2021126796-A1,24/10/2019,5,Hewlett Packard Enterprise Development Lp
US-2021044422-A1,06/11/2019,5,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021056543-A1,28/12/2018,5,"Advanced New Technologies Co., Ltd."
US-2023038922-A1,18/12/2019,5,Jaj Technology Pte. Ltd.
US-2021150063-A1,15/05/2019,5,"Advanced New Technologies Co., Ltd."
US-2021149882-A1,20/12/2018,5,"Advanced New Technologies Co., Ltd."
US-2021158353-A1,28/12/2018,5,"Advanced New Technologies Co., Ltd."
US-2021158352-A1,27/11/2018,5,"Advanced New Technologies Co., Ltd."
US-2019259007-A1,20/02/2018,5,"Trivver, Inc."
US-2021160054-A1,27/11/2018,5,"Advanced New Technologies Co., Ltd."
US-2021158455-A1,21/12/2018,5,"Advanced New Technologies Co., Ltd."
US-2021377003-A1,10/09/2019,5,Currency Com Limited
US-2021218550-A1,30/01/2018,5,Disney Enterprises Inc.
US-2021243010-A1,23/08/2019,5,"Capital One Services, Llc"
US-2021250168-A1,19/04/2019,5,"Advanced New Technologies Co., Ltd."
US-2022156776-A1,16/11/2020,5,"Theta Labs, Inc."
US-10922652-B2,16/04/2019,7,"Advanced New Technologies Co., Ltd."
US-2021271509-A1,27/08/2019,5,"Advanced New Technologies Co., Ltd."
US-2019026672-A1,24/07/2017,7,"One Network Enterprises, Inc."
US-2021286935-A1,07/01/2015,5,"Byron Burpulis, Josh Kelso"
US-2021295314-A1,28/12/2018,5,"Advanced New Technologies Co., Ltd."
US-2021295322-A1,17/07/2020,5,"Baidu Online Network Technology (Beijing) Co., Ltd."
US-2021297251-A1,03/07/2020,5,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021314169-A1,28/08/2020,5,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021328769-A1,24/08/2020,5,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021398116-A1,03/07/2020,5,Alipay Labs (singapore) Pte. Ltd.
US-2021326886-A1,21/09/2020,5,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021326887-A1,08/07/2020,5,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021326863-A1,08/07/2020,5,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2021357195-A1,08/05/2020,5,University Of Science And Technology Beijing
US-2021390093-A1,28/04/2019,5,"Advanced New Technologies Co., Ltd."
US-2022067675-A1,17/12/2019,5,"Capital One Services, Llc"
US-2022044229-A1,30/03/2018,5,"Health Alliance Management, LLC"
US-2022164791-A1,28/10/2020,5,Seoul Auction Blue
US-2022147961-A1,09/11/2020,5,Seoul Auction Blue
US-2022138225-A1,17/04/2020,5,International Business Machines Corporation
US-2022179975-A1,14/10/2019,5,Oracle International Corporation
US-2022198468-A1,18/02/2020,5,Tencent Technology (Shenzhen) Company Limited
US-2022309491-A1,23/03/2021,5,Glowforge Inc.
US-2022300966-A1,22/03/2021,5,"Nike, Inc."
US-2022237985-A1,31/05/2019,5,"Aristocrat Technologies, Inc."
US-2023037633-A1,25/04/2019,5,"Coinstar Asset Holdings, Llc"
US-2022300955-A1,13/04/2018,5,The Data Economics Company
US-2022309600-A1,02/05/2019,5,"Capital One Services, Llc"
US-2022393901-A1,29/10/2018,5,Johnson Controls Tyco IP Holdings LLP
US-2023043332-A1,22/03/2021,5,"Nike, Inc."
US-2023179398-A1,13/09/2019,5,"At&T Intellectual Property I, L.P., At&T Intellectual Property Ii, L.P."
US-11308448-B1,12/04/2017,5,Massachusetts Mutual Life Insurance Company
US-10771239-B2,18/04/2018,5,International Business Machines Corporation
US-10764160-B1,24/04/2018,5,Amdocs Development Limited
US-11239999-B1,25/04/2018,5,Tyson York Winarski
US-11354669-B2,28/06/2018,5,International Business Machines Corporation
US-11637688-B2,30/06/2018,5,Telefonaktiebolaget Lm Ericsson (Publ)
US-2019272604-A1,08/11/2016,7,"C-Nergy City Co., Ltd."
US-10832220-B2,06/03/2018,5,"At&T Intellectual Property I, L.P."
US-2019164136-A1,28/11/2017,8,"Microsoft Technology Licensing, Llc"
US-10751628-B2,31/07/2018,5,"Assaf Packin, Robin Shapiro"
US-2018219945-A1,27/01/2017,7,Zensar Technologies Limited
US-10893123-B2,05/09/2018,5,Moac Block Chain Tech Inc.
US-10970411-B2,12/09/2018,5,International Business Machines Corporation
US-2020322308-A1,29/12/2017,7,Telefonaktiebolaget Lm Ericsson (Publ)
US-10810586-B2,03/07/2018,5,"Standard Transaction Co., Ltd."
US-11070632-B2,17/10/2018,5,"Servicenow, Inc."
US-10936294-B2,01/11/2018,5,Dell Products L.P.
US-11270296-B2,09/11/2018,5,International Business Machines Corporation
US-11463310-B2,20/11/2018,5,Sap Se
US-2023156455-A1,19/02/2018,7,"Apostolis Salkinzis, Lenovo (Singapore) Pte. Ltd."
US-11068885-B2,28/11/2018,5,Nice Ltd.
US-2019268153-A1,27/02/2018,7,Bank Of America Corporation
US-2016364700-A1,12/06/2015,8,MonetaGo Inc.
US-2019281026-A1,12/03/2018,7,The Boeing Company
US-11070231-B2,31/12/2018,5,Palo Alto Research Center Incorporated
US-2018211318-A1,15/11/2012,7,"Aniket Bharat Parikh, Archana Aniket Parikh"
US-11102006-B2,25/01/2019,5,Accenture Global Solutions Limited
US-11023117-B2,07/01/2015,5,"Byron Burpulis, Josh Kelso"
US-11120434-B2,08/06/2018,5,AnApp Technologies Limited
US-11539526-B2,15/03/2018,5,"Samsung Electronics Co., Ltd"
US-11399268-B2,15/03/2019,5,"Toyota Motor North America, Inc."
US-11157898-B2,30/03/2018,5,"Health Alliance Management, LLC"
US-2021150512-A1,13/04/2018,7,Nexon Korea Corporation
US-11379833-B2,13/04/2018,5,The Data Economics Company
US-11546348-B2,27/12/2018,5,"Silver Rocket Data Technology (Shanghai) Co., Ltd."
US-2020119907-A1,30/06/2017,7,Siemens Aktiengesellschaft
US-10832239-B2,28/12/2018,5,Alibaba Group Holding Limited
US-2019378152-A1,11/06/2018,7,International Business Machines Corporation
US-11157899-B1,28/05/2019,5,Hiro Systems Pbc
US-2019378192-A1,12/06/2018,7,International Business Machines Corporation
US-11003523-B2,04/06/2019,5,International Business Machines Corporation
US-2016260187-A1,05/03/2015,9,"Microsoft Technology Licensing, Llc"
US-11645268-B2,11/06/2019,5,International Business Machines Corporation
US-2020007511-A1,29/06/2018,7,Intel Corporation
US-10659219-B1,23/08/2019,5,"Capital One Services, Llc"
US-2020052879-A1,07/08/2018,7,International Business Machines Corporation
US-2021194690-A1,14/08/2017,7,nChain Holdings Limited
US-11606191-B2,13/09/2019,5,"At&T Intellectual Property I, L.P., At&T Intellectual Property Ii, L.P."
US-10812975-B1,18/09/2019,5,Hewlett Packard Enterprise Development Lp
US-2020057980-A1,17/08/2018,7,"Aaron Perkowitz, Angot Pierre"
US-10984492-B2,06/03/2019,5,"Advanced New Technologies Co., Ltd."
US-11481775-B2,25/10/2018,5,"Advanced New Technologies Co., Ltd."
US-11288380-B2,14/10/2019,5,Oracle International Corporation
US-11636094-B2,16/10/2019,5,International Business Machines Corporation
US-11329800-B2,20/10/2019,5,"LendingClub Bank, National Association"
US-11431520-B2,29/10/2018,5,Sensormatic Electronics Llc
US-11449865-B2,30/04/2019,5,"Advanced New Technologies Co., Ltd."
US-2020081998-A1,06/09/2018,7,International Business Machines Corporation
US-2020082349-A1,07/09/2018,7,"Adp, Llc"
US-11308223-B2,07/11/2019,5,"Kyndryl, Inc."
US-10698728-B1,15/11/2019,5,Blockstack Pbc
US-2020092364-A1,19/09/2018,7,International Business Machines Corporation
US-2020099686-A1,20/09/2018,7,International Business Machines Corporation
US-11294881-B2,12/09/2019,5,"Advanced New Technologies Co., Ltd."
US-11170386-B2,28/02/2019,5,Accenture Global Solutions Limited
US-10778445-B1,15/05/2019,5,Alibaba Group Holding Limited
US-11522710-B2,06/08/2018,5,Tyson York Winarski
US-11151527-B2,17/12/2019,5,"Capital One Services, Llc"
US-10789092-B2,27/08/2019,5,Alibaba Group Holding Limited
US-2020126114-A1,17/10/2018,7,"Ku-Chang Kuo, Che-Ming Hsu, Yi-Han Chen, Ku-Lan Kan"
US-11106659-B2,28/04/2019,5,"Advanced New Technologies Co., Ltd."
