id,priority_date,cite_number
JP-2023513420-A,23/01/2020,
JP-2021533463-A,02/08/2018,
JP-2022508773-A,12/10/2018,
JP-2020531949-A,11/08/2017,
JP-2021528882-A,06/11/2019,
JP-2022528947-A,27/03/2019,
JP-2020509681-A,06/03/2017,
JP-2022511326-A,29/09/2019,
JP-2023500259-A,31/10/2019,
JP-2022552111-A,14/10/2019,
JP-2023506634-A,23/12/2019,
JP-WO2021132483-A1,26/12/2019,
JP-2019530032-A,27/06/2017,
JP-2023076628-A,14/08/2017,
JP-2021507563-A,13/12/2017,
JP-2014507733-A,23/02/2011,
JP-2020511808-A,19/12/2018,
JP-2020516108-A,28/12/2018,
JP-2020516109-A,28/12/2018,
JP-2021518608-A,23/03/2018,
JP-2019208200-A,12/03/2018,
JP-2020526806-A,08/04/2019,
JP-2022501714-A,19/09/2018,
JP-2021528883-A,15/10/2019,
JP-2021522738-A,06/11/2019,
JP-2021518962-A,27/11/2019,
JP-2022536115-A,06/06/2019,
JP-2021149904-A,19/03/2020,
JP-2020528178-A,18/07/2017,
JP-2022542168-A,26/02/2020,
JP-2022062705-A,08/10/2020,
JP-2023068139-A,13/12/2017,
JP-2020516102-A,28/12/2018,
JP-2017208085-A,20/05/2016,
JP-2020509458-A,27/01/2017,
JP-2021508110-A,16/07/2018,
JP-2020530958-A,14/08/2017,
JP-2020516089-A,12/05/2017,
JP-2020526814-A,07/07/2017,
JP-2020526810-A,07/07/2017,
JP-2020526811-A,07/07/2017,
JP-WO2020085349-A1,22/10/2018,
JP-WO2020085348-A1,22/10/2018,
JP-WO2020085346-A1,22/10/2018,
JP-2020178338-A,15/04/2019,
JP-2022532464-A,13/12/2019,
JP-2021111973-A,10/01/2020,
JP-2023534288-A,16/07/2020,
JP-2020503749-A,21/12/2016,
JP-2020514853-A,21/12/2016,
JP-2020514854-A,21/12/2016,
JP-2022511623-A,23/10/2018,
JP-2020534628-A,21/09/2017,
JP-2021524962-A,15/05/2018,
JP-2020526052-A,08/04/2019,
JP-2022521693-A,21/02/2019,
JP-2021517324-A,19/06/2018,
JP-2023011611-A,18/09/2017,
JP-2022544131-A,06/08/2019,
JP-2022538392-A,19/06/2019,
JP-2022537204-A,19/06/2019,
JP-2022535785-A,12/06/2019,
JP-2022529689-A,19/04/2019,
JP-2022527067-A,25/03/2019,
JP-2022517436-A,26/02/2019,
JP-WO2019038839-A1,22/08/2017,
JP-WO2019194267-A1,06/04/2018,
JP-2014525085-A,30/06/2011,
JP-7043672-B1,08/10/2021,
JP-6909532-B1,26/12/2019,
JP-6915934-B1,26/12/2019,
JP-6954709-B1,06/09/2019,
JP-2020510906-A,28/12/2018,
JP-2020534732-A,18/09/2017,
JP-2019053729-A,15/09/2017,
JP-2023523611-A,28/06/2020,
JP-2023520859-A,17/04/2020,
JP-2022542258-A,24/09/2019,
JP-2022510561-A,13/11/2018,
JP-2022501887-A,28/09/2018,
JP-2022526505-A,28/03/2019,
JP-2020525874-A,30/04/2019,
JP-2020522033-A,06/03/2019,
JP-2021513179-A,12/02/2018,
JP-7081040-B1,19/11/2021,
JP-7020739-B1,29/10/2021,
JP-WO2019167116-A1,27/02/2018,
JP-2022109880-A,15/01/2021,
JP-2022051514-A,18/09/2020,
JP-2023516407-A,04/03/2020,
JP-2021520009-A,30/03/2018,
JP-2022051658-A,21/09/2020,
JP-2023509573-A,26/11/2019,
JP-2023505412-A,18/02/2020,
JP-2022545489-A,16/09/2019,
JP-2022542904-A,31/07/2019,
JP-2022541048-A,24/07/2019,
JP-2023503521-A,10/12/2019,
JP-2022532244-A,16/05/2019,
JP-2020182215-A,24/04/2019,
JP-2022541835-A,03/09/2019,
JP-2022542544-A,01/08/2019,
JP-2022528072-A,25/03/2019,
JP-2022523447-A,13/03/2019,
JP-2022519743-A,08/02/2019,
JP-2020161112-A,26/03/2019,
JP-2022517289-A,06/12/2018,
JP-WO2021029029-A1,14/08/2019,
JP-2021528797-A,21/06/2018,
JP-WO2019235198-A1,06/06/2018,
JP-2022539283-A,18/04/2019,
JP-2021532466-A,29/07/2018,
JP-2020526804-A,04/03/2019,
JP-2021511535-A,18/01/2018,
JP-2021506151-A,07/12/2017,
JP-2020537391-A,04/10/2017,
JP-2020522766-A,29/05/2018,
JP-2023529468-A,12/06/2020,
JP-2023524715-A,13/05/2020,
JP-2023520632-A,01/04/2020,
JP-WO2021132454-A1,26/12/2019,
JP-2022549070-A,23/09/2019,
JP-2022545403-A,21/08/2019,
JP-2021512439-A,26/01/2018,
JP-2022545586-A,30/08/2019,
JP-2021531707-A,06/09/2019,
JP-2022532889-A,24/05/2019,
JP-2020145681-A,21/12/2018,
JP-2022541929-A,24/09/2019,
JP-2022527906-A,25/03/2019,
JP-2021019344-A,19/07/2019,
JP-2022518061-A,27/01/2019,
JP-2021526751-A,13/06/2018,
JP-2020533716-A,13/09/2017,
JP-6971413-B1,21/09/2020,
JP-2023075576-A,19/11/2021,
JP-2022101479-A,24/12/2020,
JP-2022101478-A,24/12/2020,
JP-2023066890-A,29/10/2021,
JP-2022080277-A,17/11/2020,
JP-2022504348-A,09/10/2018,
JP-2022506016-A,12/10/2018,
JP-2020092415-A,09/11/2018,
JP-2021517389-A,08/03/2018,
JP-2020516103-A,13/12/2018,
JP-2020515939-A,13/12/2018,
JP-2020502617-A,27/11/2018,
JP-2021503676-A,20/11/2017,
JP-2021501557-A,25/10/2017,
JP-2020529667-A,16/08/2017,
JP-6940212-B1,26/12/2019,
JP-2020517011-A,18/04/2017,
JP-2020514866-A,28/03/2017,
JP-2023018111-A,09/12/2019,
JP-2023509340-A,17/12/2019,
JP-2022548429-A,09/12/2019,
JP-2020182214-A,24/04/2019,
JP-2020502621-A,30/11/2018,
JP-2022522788-A,01/03/2019,
JP-2022523643-A,18/01/2019,
JP-2023103346-A,20/09/2019,
JP-2022502768-A,28/09/2018,
JP-2021507566-A,15/12/2017,
JP-2022518715-A,18/01/2019,
JP-2020522765-A,29/05/2018,
JP-2019528590-A,29/07/2016,
JP-2021514125-A,15/02/2018,
JP-2020525895-A,30/06/2017,
JP-2023100981-A,07/07/2017,
JP-2023015203-A,27/01/2017,
JP-2022547956-A,18/05/2020,
JP-2022539987-A,12/07/2019,
JP-2021106323-A,26/12/2019,
JP-WO2019186747-A1,28/03/2018,
JP-2019525326-A,15/07/2016,
JP-2021528884-A,13/11/2019,
JP-2022520845-A,15/02/2019,
JP-2021502750-A,09/11/2017,
JP-2022511616-A,29/01/2019,
JP-2023110918-A,26/03/2021,
JP-2023533250-A,30/06/2020,
JP-WO2020066493-A1,26/09/2018,
JP-2023533691-A,24/06/2020,
JP-2023524855-A,15/05/2020,
JP-2020190762-A,07/08/2017,
JP-2021170775-A,16/04/2020,
JP-2021507382-A,18/07/2018,
JP-2021510429-A,10/01/2018,
JP-2020531981-A,28/08/2017,
JP-2021022146-A,26/07/2019,
JP-2022546005-A,31/07/2019,
JP-2022549951-A,26/09/2019,
JP-WO2019207804-A1,27/04/2018,
JP-2021507562-A,13/12/2017,
JP-2022515190-A,19/12/2018,
JP-2021520153-A,14/09/2018,
JP-2019536182-A,08/11/2016,
JP-2020511018-A,28/02/2019,
JP-2021515271-A,02/03/2018,
JP-2020535550-A,29/09/2017,
JP-2022553674-A,16/10/2019,
JP-2022504353-A,08/10/2018,
JP-WO2020050390-A1,07/09/2018,
JP-2022542836-A,20/09/2019,
JP-2022524368-A,05/03/2019,
JP-6978168-B1,15/01/2021,
JP-2021504783-A,27/11/2017,
JP-2020524867-A,16/06/2017,
JP-2023509940-A,14/01/2020,
JP-2022549874-A,27/09/2019,
JP-2019145095-A,22/01/2018,
JP-2021504861-A,28/11/2017,
JP-2022105130-A,24/04/2019,
JP-2023522802-A,29/03/2021,
JP-2022545250-A,21/08/2019,
JP-2022531741-A,10/05/2019,
JP-2023509262-A,27/11/2019,
JP-2022527375-A,18/03/2019,4.0
JP-2020078081-A,14/01/2020,4.0
JP-2021527271-A,10/06/2018,
JP-2021119544-A,26/12/2019,3.0
JP-2022552110-A,14/10/2019,3.0
JP-2021076582-A,08/11/2019,3.0
JP-2022543306-A,17/09/2019,3.0
JP-2022525231-A,15/03/2019,3.0
JP-2021114651-A,16/01/2020,3.0
JP-2022538748-A,28/06/2019,9.0
JP-2021177422-A,10/04/2019,10.0
JP-2022522386-A,07/03/2019,9.0
JP-2020528691-A,24/07/2017,9.0
JP-6729885-B1,26/07/2019,6.0
JP-2020524320-A,26/04/2019,10.0
JP-2019526192-A,05/07/2016,12.0
JP-2023071977-A,13/04/2018,9.0
JP-2023052782-A,07/07/2017,10.0
JP-2020524434-A,20/06/2017,12.0
JP-2020528595-A,30/06/2017,12.0
JP-2021526682-A,28/05/2018,12.0
JP-2021512434-A,08/01/2018,11.0
JP-2023027206-A,15/12/2017,11.0
